team,year,total_revenue,total_expense
Minnesota,2012,83619526,83619526
Minnesota,2013,98286669,96427632
Minnesota,2014,106176156,106176156
Minnesota,2015,111162265,111162265
Minnesota,2016,113506279,110673824
Minnesota,2017,116376862,114201678
Minnesota,2018,124847642,115090006
Minnesota,2019,130456454,129450256
Minnesota,2020,119280297,124818508
Minnesota,2021,85512708,103821135
Minnesota,2022,135198272,130285463
Minnesota,2023,148707736,146982927
Mississippi State,2005,25502594,25273465
Mississippi State,2006,25838681,25796264
Mississippi State,2007,27549532,27542758
Mississippi State,2008,30440090,30432972
Mississippi State,2009,36772199,36703582
Mississippi State,2010,38127591,36265186
Mississippi State,2011,58981769,51588743
Mississippi State,2012,69828880,67926160
Mississippi State,2013,62764025,57362224
Mississippi State,2014,62275111,54388802
Mississippi State,2015,75400407,69493395
Mississippi State,2016,94903405,87641937
Mississippi State,2017,100062237,88138943
Mississippi State,2018,103858865,93573141
Mississippi State,2019,112273809,104198109
Mississippi State,2020,109973682,108174698
Mississippi State,2021,112890415,96298830
Mississippi State,2022,110653367,108477381
Mississippi State,2023,115664788,126239126
Missouri,2005,46812603,46351896
Missouri,2006,50495448,56057181
Missouri,2007,56406107,57211839
Missouri,2008,55566932,51779677
Missouri,2009,63133447,58604216
Missouri,2010,61052303,61766109
Missouri,2011,64146530,64160358
Missouri,2012,50719665,66980889
Missouri,2013,76306889,70276015
Missouri,2014,83718587,80230179
Missouri,2015,91217778,86859158
Missouri,2016,97275839,94323693
Missouri,2017,97848195,102409131
Missouri,2018,107351581,109158522
Missouri,2019,106610244,108398447
Missouri,2020,110189122,119082669
Missouri,2021,110458144,113915145
Missouri,2022,141157028,125621128
Missouri,2023,141558287,141558286
Navy,2015,,
Navy,2016,,
Navy,2017,,
Navy,2018,,
Navy,2019,,
Navy,2020,,
Navy,2021,,
Navy,2022,,
Navy,2023,,
Navy,2005,,
Navy,2006,,
Navy,2007,,
Navy,2008,,
Navy,2009,,
Navy,2010,,
Navy,2011,,
Navy,2012,,
Navy,2013,,
Navy,2014,,
NC State,2005,35793670,37048794
NC State,2006,45836095,42463462
NC State,2007,47830440,43294143
NC State,2008,45632223,43892285
NC State,2009,50586947,48349169
NC State,2010,49459002,45880314
NC State,2011,51076345,50560564
NC State,2012,59757911,56332313
NC State,2013,67481639,63137393
NC State,2014,70500811,63958569
NC State,2015,76834603,73074396
NC State,2016,80225029,79905724
NC State,2017,83741572,86924779
NC State,2018,87976532,86756449
NC State,2019,92724548,90100025
NC State,2020,86563197,88722096
NC State,2021,78224410,78215264
NC State,2022,102387569,100991410
NC State,2023,121444506,118653089
Nebraska,2005,55876334,55697329
Nebraska,2006,63723537,61667540
Nebraska,2007,70846908,65356468
Nebraska,2008,75492884,74981110
Nebraska,2009,74881383,70543505
Nebraska,2010,73483733,71738068
Nebraska,2011,83679756,81916484
Nebraska,2012,81631252,77037282
Nebraska,2013,86916001,81666269
Nebraska,2014,94797692,90939273
Nebraska,2015,102157399,102523037
Nebraska,2016,112142961,108989919
Nebraska,2017,120205090,117979144
Nebraska,2018,142223226,141063338
Nebraska,2019,136233460,134713519
Nebraska,2020,133629080,130582125
Nebraska,2021,92093093,104087284
Nebraska,2022,143423944,141181951
Nebraska,2023,204831356,200870384
Nevada,2013,26627415,27274229
Nevada,2014,27324338,27734777
Nevada,2015,26954582,27013975
Nevada,2016,31018290,30911159
Nevada,2017,36955558,38982774
Nevada,2018,34288266,41381121
Nevada,2019,43653404,43436728
Nevada,2020,37855495,39721951
Nevada,2021,35241573,34799540
Nevada,2022,47946637,45228707
Nevada,2023,49533190,49509846
Nevada,2005,18677243,20477381
Nevada,2006,27280714,20175399
Nevada,2007,21375121,21359986
Nevada,2008,24383923,24051345
Nevada,2009,22525614,23997850
Nevada,2010,23157140,23988811
Nevada,2011,22652490,23112105
Nevada,2012,21531926,22177509
New Mexico,2005,27594982,26216020
New Mexico,2006,24072788,26719944
New Mexico,2007,25586305,25822644
New Mexico,2008,35979959,36477159
New Mexico,2009,38376372,39368459
New Mexico,2010,37330784,37331322
New Mexico,2011,40287108,40428116
New Mexico,2012,43284573,44321779
New Mexico,2013,44345840,45046275
New Mexico,2014,47199769,47082167
New Mexico,2015,42353920,42180916
New Mexico,2016,42820441,44465814
New Mexico,2017,44421019,44356217
New Mexico,2018,41936043,41936043
New Mexico,2019,40832286,40832286
New Mexico,2020,36789599,38408365
New Mexico,2021,36995937,35284244
New Mexico,2022,44881065,44865758
New Mexico,2023,47763222,47048657
New Mexico State,2014,29287917,29513451
New Mexico State,2018,26320230,25693309
New Mexico State,2019,28010801,28011103
New Mexico State,2020,28761802,28754412
New Mexico State,2021,25489278,25482825
New Mexico State,2022,30350192,32457148
New Mexico State,2023,31776454,37150568
New Mexico State,2015,26986841,26874116
New Mexico State,2016,26505116,27077217
New Mexico State,2017,26114479,23507513
New Mexico State,2005,12856716,12643034
New Mexico State,2006,18550016,16844756
New Mexico State,2007,16953694,21793202
New Mexico State,2008,25379586,28298002
New Mexico State,2009,26896469,28791357
New Mexico State,2010,25433613,26994899
New Mexico State,2011,26997597,25782307
New Mexico State,2012,28559494,27426388
New Mexico State,2013,30105460,28484118
North Carolina,2005,54838851,54617880
North Carolina,2006,60034233,59943877
North Carolina,2007,62166396,63008867
North Carolina,2008,66148186,65929532
North Carolina,2009,74644557,74462225
North Carolina,2010,72825407,72685335
North Carolina,2011,75606311,74312602
North Carolina,2012,82424430,81921783
North Carolina,2013,82792342,82735139
North Carolina,2014,83771913,83463221
North Carolina,2015,89128256,89080843
North Carolina,2016,95175985,95175985
North Carolina,2017,96551626,96540823
North Carolina,2018,104571404,102430558
North Carolina,2019,107812619,110809706
North Carolina,2020,110410009,113022409
North Carolina,2021,101865616,101916048
North Carolina,2022,122603567,120314967
North Carolina,2023,139353091,139079504
North Texas,2014,31617094,31182673
North Texas,2015,31312298,31268741
North Texas,2016,33278988,34155537
North Texas,2017,32150203,36363381
North Texas,2018,38002376,38635792
North Texas,2019,40758582,39908256
North Texas,2020,40063461,39895956
North Texas,2021,46699117,43975838
North Texas,2022,44477324,44222540
North Texas,2023,49188482,49720154
North Texas,2005,10643248,13749794
North Texas,2006,9480461,14127731
North Texas,2007,9447205,16192280
North Texas,2008,10243090,16449462
North Texas,2009,10333289,17184137
North Texas,2010,10201988,17105046
North Texas,2011,11259222,18935422
North Texas,2012,19029641,26542476
North Texas,2013,28800436,28926470
Northern Illinois,2005,15859206,15208205
Northern Illinois,2006,17537089,16670569
Northern Illinois,2007,19400270,18934750
Northern Illinois,2008,23342006,22448970
Northern Illinois,2009,21243679,23770449
Northern Illinois,2010,22210800,21899024
Northern Illinois,2011,24148602,22793622
Northern Illinois,2012,23504505,23863877
Northern Illinois,2013,26259284,25294053
Northern Illinois,2014,27007054,26130115
Northern Illinois,2015,27634930,27276559
Northern Illinois,2016,28521887,28746741
Northern Illinois,2017,25795597,25661395
Northern Illinois,2018,25856400,25821426
Northern Illinois,2019,28057388,26483239
Northern Illinois,2020,22017213,21809635
Northern Illinois,2021,17125504,17717741
Northern Illinois,2022,22177045,24097387
Northern Illinois,2023,24157870,26413529
Ohio,2005,14457896,14986448
Ohio,2006,16422486,16704043
Ohio,2007,20070873,20734683
Ohio,2008,19450560,20297059
Ohio,2009,20092230,21893603
Ohio,2010,23905953,22875238
Ohio,2011,25470296,22841117
Ohio,2012,28671520,24408346
Ohio,2013,27265061,27027550
Ohio,2014,27720000,27298719
Ohio,2015,28709413,27110443
Ohio,2016,31882732,31168868
Ohio,2017,32234688,32621410
Ohio,2018,33310037,35869324
Ohio,2019,34763420,34677243
Ohio,2020,31016396,31093223
Ohio,2021,26320785,26434522
Ohio,2022,29335290,31309063
Ohio,2023,29970069,33220845
Ohio State,2005,89700979,89580307
Ohio State,2006,104704852,101804852
Ohio State,2007,109382222,109197920
Ohio State,2008,115737022,114264848
Ohio State,2009,119711581,119859608
Ohio State,2010,123174176,122739754
Ohio State,2011,131815821,122286869
Ohio State,2012,142043057,124419412
Ohio State,2013,139639307,116026329
Ohio State,2014,145232681,113937001
Ohio State,2015,167166065,156969195
Ohio State,2016,170789765,169075013
Ohio State,2017,185409602,175743681
Ohio State,2018,205556663,206472651
Ohio State,2019,210548239,223605396
Ohio State,2020,233871740,218651265
Ohio State,2021,106896918,171618051
Ohio State,2022,251615345,227906141
Ohio State,2023,279549337,276839796
Oklahoma,2005,63382024,62897773
Oklahoma,2006,64521972,64322580
Oklahoma,2007,69430571,69266318
Oklahoma,2008,77098008,76945882
Oklahoma,2009,81487835,81404991
Oklahoma,2010,98512287,87678197
Oklahoma,2011,104338844,94363928
Oklahoma,2012,106456616,96250328
Oklahoma,2013,123805661,102447553
Oklahoma,2014,129226692,113366698
Oklahoma,2015,134269349,128260251
Oklahoma,2016,150373216,132611840
Oklahoma,2017,155238481,138456780
Oklahoma,2018,175325500,153189153
Oklahoma,2019,163126695,163835791
Oklahoma,2020,159116745,162958014
Oklahoma,2021,143668948,145100455
Oklahoma,2022,177320217,182403214
Oklahoma,2023,199295570,205514920
Oklahoma State,2005,51250746,55433091
Oklahoma State,2006,241364906,80300988
Oklahoma State,2007,57521622,66435650
Oklahoma State,2008,98874092,89801118
Oklahoma State,2009,55953397,75982440
Oklahoma State,2010,106362128,83748207
Oklahoma State,2011,82631915,66937207
Oklahoma State,2012,87270598,96782619
Oklahoma State,2013,93664337,96551860
Oklahoma State,2014,117803302,109648000
Oklahoma State,2015,95931739,93144396
Oklahoma State,2016,93672676,92926534
Oklahoma State,2017,91644865,89833094
Oklahoma State,2018,88516367,88228667
Oklahoma State,2019,95335482,95008483
Oklahoma State,2020,93608058,92501090
Oklahoma State,2021,64498660,78691353
Oklahoma State,2022,104404398,103317156
Oklahoma State,2023,122009946,121003194
Old Dominion,2014,41061440,41118876
Old Dominion,2015,43994715,42780118
Old Dominion,2016,44681935,43998223
Old Dominion,2017,46203813,46181753
Old Dominion,2018,44271033,45189213
Old Dominion,2019,46956655,49376061
Old Dominion,2020,49426473,49411842
Old Dominion,2021,41472704,38234460
Old Dominion,2022,53419653,51914920
Old Dominion,2023,50954029,54028983
Old Dominion,2005,12324287,11119357
Old Dominion,2006,15035087,13990585
Old Dominion,2007,16867013,17791173
Old Dominion,2008,20964520,20531677
Old Dominion,2009,27219527,25520288
Old Dominion,2010,32475822,29048014
Old Dominion,2011,32893744,30909628
Old Dominion,2012,35247421,34375037
Old Dominion,2013,36929483,35561455
Ole Miss,2005,28721832,28721832
Ole Miss,2006,29412948,29412948
Ole Miss,2007,33782527,33782527
Ole Miss,2008,34769709,34769709
Ole Miss,2009,41290128,41290128
Ole Miss,2010,45737904,45737904
Ole Miss,2011,49180892,47109301
Ole Miss,2012,51858993,51708064
Ole Miss,2013,73390050,71315807
Ole Miss,2014,75849000,73293496
Ole Miss,2015,87602519,82399898
Ole Miss,2016,110524705,97105043
Ole Miss,2017,117834511,108885512
Ole Miss,2018,110912617,116812268
Ole Miss,2019,108442428,113013400
Ole Miss,2020,105875209,113008288
Ole Miss,2021,127394340,109763195
Ole Miss,2022,133557937,138796990
Ole Miss,2023,142171362,150195985
Oregon,2005,39976635,40107833
Oregon,2006,45197269,44711104
Oregon,2007,50489771,49531150
Oregon,2008,56623901,56259942
Oregon,2009,59049245,60248727
Oregon,2010,122394483,77856232
Oregon,2011,85819699,76274142
Oregon,2012,94635829,89709350
Oregon,2013,115241070,94972708
Oregon,2014,196030398,110378432
Oregon,2015,105701523,103880557
Oregon,2016,111701175,110202688
Oregon,2017,145417315,119945650
Oregon,2018,122541827,119811239
Oregon,2019,127508498,128943543
Oregon,2020,391769609,120884588
Oregon,2021,117521817,101243145
Oregon,2022,153510555,140565297
Oregon,2023,150605799,146778941
Oregon State,2005,37245356,36106183
Oregon State,2006,53601943,55324993
Oregon State,2007,52471427,54910688
Oregon State,2008,52875339,52128314
Oregon State,2009,53142889,54576139
Oregon State,2010,55613345,52669946
Oregon State,2011,55544015,54589335
Oregon State,2012,58706837,57819032
Oregon State,2013,65467970,64185065
Oregon State,2014,63301794,73020003
Oregon State,2015,64876006,72557984
Oregon State,2016,72731247,77667683
Oregon State,2017,78959875,82730626
Oregon State,2018,80712000,88600330
Oregon State,2019,82058386,82364021
Oregon State,2020,72448232,77034653
Oregon State,2021,47341469,68585989
Oregon State,2022,83480015,87729627
Oregon State,2023,91588297,98423805
Penn State,2005,60785496,60218635
Penn State,2006,,
Penn State,2018,165373214,155184697
Penn State,2019,164529326,160369805
Penn State,2020,165077390,157908311
Penn State,2021,106159518,130050505
Penn State,2022,181227448,170542050
Penn State,2023,202200023,202073671
Penn State,2007,,
Penn State,2008,,
Penn State,2009,,
Penn State,2010,106614724,88041921
Penn State,2011,116118025,101336483
Penn State,2012,108252281,107389258
Penn State,2013,104751464,110737200
Penn State,2014,117590990,117440639
Penn State,2015,125720619,122271407
Penn State,2016,132248076,129349149
Penn State,2017,144017055,138724055
Pittsburgh,2014,,
Pittsburgh,2015,,
Pittsburgh,2016,,
Pittsburgh,2017,,
Pittsburgh,2018,,
Pittsburgh,2019,,
Pittsburgh,2020,,
Pittsburgh,2021,,
Pittsburgh,2022,,
Pittsburgh,2023,,
Pittsburgh,2005,,
Pittsburgh,2006,,
Pittsburgh,2007,,
Pittsburgh,2008,,
Pittsburgh,2009,,
Pittsburgh,2010,,
Pittsburgh,2011,,
Pittsburgh,2012,,
Pittsburgh,2013,,
Purdue,2005,51325446,51500109
Purdue,2006,51720353,51826232
Purdue,2007,57757409,55786246
Purdue,2008,64253784,59217169
Purdue,2009,60082091,57707608
Purdue,2010,61653561,58365143
Purdue,2011,66202493,59429383
Purdue,2012,70624394,68056269
Purdue,2013,72379392,74628002
Purdue,2014,71372206,74604756
Purdue,2015,75637694,76150390
Purdue,2016,78699976,80376885
Purdue,2017,84841133,87209495
Purdue,2018,103092204,96676957
Purdue,2019,110844907,103526477
Purdue,2020,102223618,100101396
Purdue,2021,74183342,82282743
Purdue,2022,115139432,93025810
Purdue,2023,124290313,119773814
Rutgers,2014,76656339,76656339
Rutgers,2005,37997629,37997629
Rutgers,2006,41192258,41824257
Rutgers,2007,43886496,44819848
Rutgers,2008,52012491,51748813
Rutgers,2009,58513863,58354222
Rutgers,2010,64203255,64203255
Rutgers,2011,60190100,60190100
Rutgers,2012,64038720,64038720
Rutgers,2013,78989475,78989475
Rutgers,2015,70558935,70558935
Rutgers,2016,83974159,83974159
Rutgers,2017,96883027,99193280
Rutgers,2018,100745386,102518486
Rutgers,2019,103251280,103167344
Rutgers,2020,103642415,114203981
Rutgers,2021,87992302,118394474
Rutgers,2022,109601529,138439077
Rutgers,2023,125478340,153523767
San Diego State,2005,26110436,25177993
San Diego State,2006,31614413,30916070
San Diego State,2007,30972095,30440354
San Diego State,2008,32118251,31405858
San Diego State,2009,32970550,35055228
San Diego State,2010,32582576,32629652
San Diego State,2011,45201703,36054231
San Diego State,2012,38003291,39017254
San Diego State,2013,39211827,42849323
San Diego State,2014,46978189,45063393
San Diego State,2015,49011745,53607909
San Diego State,2016,56551028,55285535
San Diego State,2017,52454787,51569852
San Diego State,2018,55687184,54933032
San Diego State,2019,54731404,55379174
San Diego State,2020,55441399,58258230
San Diego State,2021,48923740,49417308
San Diego State,2022,65897302,67245917
San Diego State,2023,103930691,96611742
San José State,2014,29666940,27815957
San José State,2015,28589341,28479255
San José State,2016,30875052,30563760
San José State,2017,31252553,30676330
San José State,2018,32035899,32563136
San José State,2019,32787377,33184068
San José State,2020,34712549,33650949
San José State,2021,32504774,35291822
San José State,2022,39030222,39030022
San José State,2023,44546781,44546341
San José State,2005,13157436,14028812
San José State,2006,18808533,17031351
San José State,2007,16989510,17008079
San José State,2008,18816240,17386449
San José State,2009,18701362,17809653
San José State,2010,20333059,20785707
San José State,2011,18861113,19650442
San José State,2012,23918785,23505166
San José State,2013,25854038,24440274
South Alabama,2013,21115562,19830068
South Alabama,2014,23091728,22960759
South Alabama,2015,28101936,25123468
South Alabama,2016,27184425,26468257
South Alabama,2017,30693877,27949252
South Alabama,2018,29040958,29894011
South Alabama,2019,33525272,33964076
South Alabama,2020,28046238,28321414
South Alabama,2021,32429727,35094465
South Alabama,2022,39119983,33001239
South Alabama,2023,35712472,35718696
South Alabama,2005,6957077,6933573
South Alabama,2006,7330336,7632178
South Alabama,2007,8517024,8517024
South Alabama,2008,10626929,10626929
South Alabama,2009,14355498,13778098
South Alabama,2010,16439797,15380469
South Alabama,2011,17432045,16580198
South Alabama,2012,19060589,18816817
South Carolina,2005,46280330,48935414
South Carolina,2006,52058257,53098347
South Carolina,2007,60544531,57167414
South Carolina,2008,66545953,64516437
South Carolina,2009,76117140,75597812
South Carolina,2010,79879193,78295030
South Carolina,2011,83813226,80525711
South Carolina,2012,87608352,84963037
South Carolina,2013,90484422,89097412
South Carolina,2014,98619479,95762786
South Carolina,2015,113172545,107430044
South Carolina,2016,122331092,116735510
South Carolina,2017,136032845,129317382
South Carolina,2018,140084150,134863557
South Carolina,2019,140695659,136879732
South Carolina,2020,133011012,133776318
South Carolina,2021,135157386,130364709
South Carolina,2022,142210807,144815377
South Carolina,2023,160489386,160420148
South Florida,2014,48383928,46829647
South Florida,2015,45479012,46860838
South Florida,2016,47160819,48405191
South Florida,2017,49960338,48227500
South Florida,2018,45556113,50674340
South Florida,2019,55045769,53569756
South Florida,2020,59531113,58021081
South Florida,2021,59975230,50932188
South Florida,2022,56110830,62288597
South Florida,2023,70586517,70722257
South Florida,2006,25741146,24237359
South Florida,2007,28160631,27846459
South Florida,2008,34935813,32809603
South Florida,2009,37986171,35213059
South Florida,2010,39190939,39088660
South Florida,2011,41948123,43494246
South Florida,2012,43574400,43067025
South Florida,2013,45066258,44612535
South Florida,2005,20565871,19823873
Southern Miss,2005,18246484,16588414
Southern Miss,2006,19460068,18396942
Southern Miss,2007,19911894,19083585
Southern Miss,2008,18712687,18671620
Southern Miss,2009,18919637,19861580
Southern Miss,2010,19731333,19641550
Southern Miss,2011,20673597,20702037
Southern Miss,2012,21526695,21914136
Southern Miss,2013,22776416,22399056
Southern Miss,2014,23536254,23536254
Southern Miss,2015,23972589,24546909
Southern Miss,2016,25915460,25915460
Southern Miss,2017,23984639,25251618
Southern Miss,2018,24248720,26135504
Southern Miss,2019,25687189,25687189
Southern Miss,2020,25628133,25628133
Southern Miss,2021,27332585,27223468
Southern Miss,2022,28361867,28346698
Southern Miss,2023,30379350,30344924
Temple,2014,,
Temple,2015,,
Temple,2016,,
Temple,2017,,
Temple,2018,,
Temple,2019,,
Temple,2020,,
Temple,2021,,
Temple,2022,,
Temple,2023,,
Temple,2005,,
Temple,2012,,
Temple,2013,,
Temple,2006,,
Temple,2007,,
Temple,2008,,
Temple,2009,,
Temple,2010,,
Temple,2011,,
Tennessee,2005,71295394,71783012
Tennessee,2006,73807262,70565159
Tennessee,2007,97289613,94445270
Tennessee,2008,101806196,100507146
Tennessee,2009,102795708,105972740
Tennessee,2010,115729599,111670619
Tennessee,2011,104368992,97580406
Tennessee,2012,102884286,101292015
Tennessee,2013,111579779,110269194
Tennessee,2014,107499732,106153854
Tennessee,2015,126584033,113413325
Tennessee,2016,140448955,128011504
Tennessee,2017,145653191,134880229
Tennessee,2018,143545115,150030497
Tennessee,2019,143765903,142976173
Tennessee,2020,140335769,140824626
Tennessee,2021,132920757,132163159
Tennessee,2022,154566935,157108637
Tennessee,2023,202097305,191032519
Texas,2005,89651682,82400829
Texas,2006,97756776,90738962
Texas,2007,105048632,97235567
Texas,2008,120288370,110996365
Texas,2009,138459149,127651428
Texas,2010,143555354,130436534
Texas,2011,150295926,133686815
Texas,2012,163295115,138269710
Texas,2013,165691486,146807585
Texas,2014,161035187,154128877
Texas,2015,183521028,183062661
Texas,2016,187981158,181493246
Texas,2017,214830647,217363094
Texas,2018,219402579,217327009
Texas,2019,223879781,207428044
Texas,2020,200772813,178668974
Texas,2021,152696006,167324290
Texas,2022,239290648,227240679
Texas,2023,271129326,233916669
Texas A&M,2005,64180453,58873096
Texas A&M,2006,70713549,61459536
Texas A&M,2007,73664352,70377179
Texas A&M,2008,92476146,77426317
Texas A&M,2009,98121411,77812183
Texas A&M,2010,82774133,75941926
Texas A&M,2011,87296532,78310805
Texas A&M,2012,119702222,81792118
Texas A&M,2013,93957906,85114588
Texas A&M,2014,119475872,95663483
Texas A&M,2015,192608876,109313651
Texas A&M,2016,194388450,137101774
Texas A&M,2017,211960034,146546229
Texas A&M,2018,212399426,165782418
Texas A&M,2019,212748002,169012456
Texas A&M,2020,166736120,159136624
Texas A&M,2021,161870328,141824256
Texas A&M,2022,193139619,177671900
Texas A&M,2023,279188334,194692848
Texas State,2013,29764777,27690963
Texas State,2014,32190191,28378049
Texas State,2015,34508786,33908581
Texas State,2016,34698351,31268882
Texas State,2017,38445832,35915260
Texas State,2018,37267758,34470226
Texas State,2019,37834341,37102038
Texas State,2020,36397806,35108934
Texas State,2021,34871441,34363246
Texas State,2022,37288587,37853450
Texas State,2023,40007172,43589707
Texas State,2005,10168753,9535861
Texas State,2006,11758733,11186563
Texas State,2007,13111650,12775434
Texas State,2008,13701622,12714001
Texas State,2009,22392793,14306278
Texas State,2010,19284943,19768353
Texas State,2011,21741489,20284579
Texas State,2012,26886756,25439818
Texas Tech,2005,47961420,46287452
Texas Tech,2006,49501530,52853607
Texas Tech,2007,54118372,51502786
Texas Tech,2008,52599785,51275866
Texas Tech,2009,55834336,53808480
Texas Tech,2010,61974623,59341489
Texas Tech,2011,59534895,56970651
Texas Tech,2012,67928350,60346836
Texas Tech,2013,72917990,66296446
Texas Tech,2014,76723413,69659608
Texas Tech,2015,79979481,76525961
Texas Tech,2016,82996321,78598577
Texas Tech,2017,88804476,86984083
Texas Tech,2018,89259783,88948721
Texas Tech,2019,96625347,95132604
Texas Tech,2020,90418548,88327973
Texas Tech,2021,88859408,83873438
Texas Tech,2022,110154695,104778443
Texas Tech,2023,146807939,136364850
Toledo,2005,17091665,14300546
Toledo,2006,15530672,16258879
Toledo,2007,17577137,16401077
Toledo,2008,19082009,17811494
Toledo,2009,20639166,19330595
Toledo,2010,19966412,20029156
Toledo,2011,19485449,20673092
Toledo,2012,21265873,22381963
Toledo,2013,23054218,23654141
Toledo,2014,22559175,26304331
Toledo,2015,26503340,29902989
Toledo,2016,27913179,33289417
Toledo,2017,32925921,32925921
Toledo,2018,33776969,33776969
Toledo,2019,35560555,35560555
Toledo,2020,34343201,34343201
Toledo,2021,29361565,29361565
Toledo,2022,35602789,35602789
Toledo,2023,36455977,36455977
Troy,2005,11975714,11975714
Troy,2006,12825677,12825677
Troy,2007,14142659,14142659
Troy,2008,14327947,14327947
Troy,2009,15458050,15458050
Troy,2010,15783593,15783593
Troy,2011,15246720,15246720
Troy,2012,16504664,16504664
Troy,2013,22268629,22268629
Troy,2014,24628741,24628741
Troy,2015,27056669,27056669
Troy,2016,27320624,27320624
Troy,2017,29962107,29962107
Troy,2018,30326255,30326255
Troy,2019,32334739,32334739
Troy,2020,27459346,27459346
Troy,2021,29557154,29557154
Troy,2022,33355524,33355524
Troy,2023,34328670,34328670
UAB,2005,18784112,18872742
UAB,2006,19744094,19226855
UAB,2007,21600512,21123121
UAB,2008,22430831,21509018
UAB,2009,22808725,22519272
UAB,2010,24273967,23839180
UAB,2011,25690048,25224426
UAB,2012,28114179,27412637
UAB,2013,28159249,27544633
UAB,2014,31549517,30805171
UAB,2015,31896726,31066375
UAB,2016,32453663,30847992
UAB,2017,24795218,23803547
UAB,2018,34736287,35809571
UAB,2019,36494381,35697117
UAB,2020,35725431,35441324
UAB,2021,35446863,34303084
UAB,2022,38351074,39890894
UAB,2023,40530725,42207368
UCF,2014,49764152,45327168
UCF,2015,51455603,47647475
UCF,2016,59379453,59379453
UCF,2017,56327225,56327225
UCF,2018,61968057,61118971
UCF,2019,69121887,67916343
UCF,2020,68865055,64226899
UCF,2021,68253692,60848697
UCF,2022,89228205,69099289
UCF,2023,84670604,88199644
UCF,2006,22860742,25142787
UCF,2007,26060542,29614919
UCF,2008,39715730,38825507
UCF,2009,37573332,37757742
UCF,2010,40063558,39280775
UCF,2011,42762625,42806123
UCF,2012,40993870,40009614
UCF,2013,41222301,41981093
UCF,2005,22089418,20730846
UCLA,2005,46013054,46010599
UCLA,2006,52066786,52049868
UCLA,2007,61309668,61309668
UCLA,2008,66088264,66088264
UCLA,2009,66177866,66177866
UCLA,2010,61875531,61875531
UCLA,2011,66003893,66003893
UCLA,2012,71731776,71731776
UCLA,2013,83926720,83926720
UCLA,2014,86426780,86426780
UCLA,2015,96912767,96912767
UCLA,2016,98913023,98913023
UCLA,2017,104106646,104106646
UCLA,2018,130960560,130960560
UCLA,2019,108412967,127339042
UCLA,2020,97674553,119391431
UCLA,2021,47652914,110128961
UCLA,2022,103061344,131106913
UCLA,2023,105421505,141964728
UConn,2014,71519433,71396255
UConn,2015,72155789,72062423
UConn,2016,79229275,79211704
UConn,2017,83374223,83121820
UConn,2018,79308421,80905645
UConn,2019,80900404,80814173
UConn,2020,75956210,78760755
UConn,2023,93115408,90718903
UConn,2005,47195392,47359002
UConn,2006,49926983,49912115
UConn,2007,52842927,52795923
UConn,2008,55218003,55025374
UConn,2009,58446441,58355426
UConn,2010,58505719,58379090
UConn,2011,63089340,62993983
UConn,2012,63566909,63828620
UConn,2013,63336022,63420811
UConn,2021,58354901,60827848
UConn,2022,99041960,96742518
UL Monroe,2005,6652372,6647569
UL Monroe,2006,7604942,7604242
UL Monroe,2007,9030596,8658622
UL Monroe,2008,9413381,9242021
UL Monroe,2009,10219451,10131066
UL Monroe,2010,10752992,10700417
UL Monroe,2011,11661727,10164038
UL Monroe,2012,11323485,10769839
UL Monroe,2013,11231311,11439382
UL Monroe,2014,12128517,12336499
UL Monroe,2015,12953419,12801041
UL Monroe,2016,14653575,14617004
UL Monroe,2017,16132421,15481778
UL Monroe,2018,15500291,15896347
UL Monroe,2019,15568952,16927856
UL Monroe,2020,15295028,18111249
UL Monroe,2021,16820553,18140898
UL Monroe,2022,19119368,20527424
UL Monroe,2023,19440802,21116234
UNLV,2005,24580619,24280990
UNLV,2006,32079311,32720926
UNLV,2007,33240631,33484258
UNLV,2008,38377947,37934266
UNLV,2009,37531196,36218647
UNLV,2010,56496233,59143059
UNLV,2011,59544869,60555156
UNLV,2012,58806533,58691671
UNLV,2013,64513044,63672024
UNLV,2014,44057560,44467342
UNLV,2015,45015536,44935234
UNLV,2016,46886024,46303882
UNLV,2017,47327478,47476606
UNLV,2018,50568292,50014197
UNLV,2019,50784275,50445250
UNLV,2020,57577488,57503667
UNLV,2021,52637180,52087692
UNLV,2022,64243413,62644050
UNLV,2023,56560028,66547435
Utah,2005,25506145,21311639
Utah,2006,25046766,24477346
Utah,2007,25913332,26328003
Utah,2008,27447140,27928663
Utah,2009,32026436,31302138
Utah,2010,30882390,31742827
Utah,2011,38091538,36846478
Utah,2012,40838218,43719503
Utah,2013,46855283,49520152
Utah,2014,56470310,50531606
Utah,2015,62441552,58734014
Utah,2016,79447512,78051971
Utah,2017,83672639,81620307
Utah,2018,91386593,87578834
Utah,2019,99526695,96000514
Utah,2020,97217204,95185806
Utah,2021,51021217,82056884
Utah,2022,115719266,111880434
Utah,2023,126256291,124453484
Utah State,2014,25152919,25707325
Utah State,2015,30333172,28287417
Utah State,2016,32045471,32416285
Utah State,2017,34398296,34213406
Utah State,2018,38712397,39075114
Utah State,2019,41558060,40798434
Utah State,2020,39676192,40198092
Utah State,2021,36841415,36047203
Utah State,2022,43157838,42824185
Utah State,2023,51789705,51389553
Utah State,2005,10965546,10965044
Utah State,2006,10933624,11501727
Utah State,2007,12822145,12690335
Utah State,2008,13496893,14595321
Utah State,2009,16953640,17801913
Utah State,2010,19201898,19344112
